Observation Location,RSS,XML,State,latitude,longitude
"San Marcos, San Marcos Municipal Airport (KHYI)",KHYI.rss,KHYI.xml,TX,29.89361,-97.86472
San Saba County Municipal Airport (K81R),K81R.rss,K81R.xml,TX,31.23575,-98.7177
Seguin - Randolph AFB Auxiliary Field (KSEQ),KSEQ.rss,KSEQ.xml,TX,29.56579,-97.90834
"Seminole, Gaines County Airport (KGNC)",KGNC.rss,KGNC.xml,TX,32.67528,-102.6525
"Sherman/Denison, Grayson County Airport (KGYI)",KGYI.rss,KGYI.xml,TX,33.71667,-96.66667
"Snyder, Winston Field Airport (KSNK)",KSNK.rss,KSNK.xml,TX,32.69333,-100.95028
"Sonora, Sonora Municipal Airport (KSOA)",KSOA.rss,KSOA.xml,TX,30.58556,-100.64833
Spofford - Laughlin Air Force Base Auxiliary #1 (KT70),KT70.rss,KT70.xml,TX,29.11738,-100.47347
Stephens County Airport (KBKD),KBKD.rss,KBKD.xml,TX,32.719,-98.891
"Stephenville, Clark Field Municipal Airport (KSEP)",KSEP.rss,KSEP.xml,TX,32.21667,-98.18333
"Sulphur Springs, Sulphur Springs Municipal Airport (KSLR)",KSLR.rss,KSLR.xml,TX,33.16111,-95.62111
"Sweetwater, Avenger Field Airport (KSWW)",KSWW.rss,KSWW.xml,TX,32.46722,-100.46639
Taylor Municipal Airport (KT74),KT74.rss,KT74.xml,TX,30.5726,-97.4432
"Temple, Draughon-Miller Central Texas Regional Airport (KTPL)",KTPL.rss,KTPL.xml,TX,31.15,-97.4
"Terrell, Terrell Municipal Airport (KTRL)",KTRL.rss,KTRL.xml,TX,32.71361,-96.26833
"Tyler, Tyler Pounds Field (KTYR)",KTYR.rss,KTYR.xml,TX,32.35861,-95.40389
"Uvalde, Garner Field Airport (KUVA)",KUVA.rss,KUVA.xml,TX,29.21111,-99.74333
"Vernon, Wilbarger County Airport (KF05)",KF05.rss,KF05.xml,TX,34.22556,-99.28361
"Victoria, Victoria Regional Airport (KVCT)",KVCT.rss,KVCT.xml,TX,28.8625,-96.92972
"Waco, Mc Gregor Executive Airport (KPWG)",KPWG.rss,KPWG.xml,TX,31.48333,-97.31667
"Waco, Waco Regional Airport (KACT)",KACT.rss,KACT.xml,TX,31.61722,-97.22778
Waco-James Connally Airport (KCNW),KCNW.rss,KCNW.xml,TX,31.6378,-97.0741
"Wharton, Wharton Regional Airport (KARM)",KARM.rss,KARM.xml,TX,29.25417,-96.15417
"Wichita Falls, Sheppard Air Force Base (KSPS)",KSPS.rss,KSPS.xml,TX,33.97861,-98.49278
"Wink, Winkler County Airport (KINK)",KINK.rss,KINK.xml,TX,31.77972,-103.20139
"Zapata, TX (KAPY)",KAPY.rss,KAPY.xml,TX,26.969,-99.249
Blanding Municipal Airport (KBDG),KBDG.rss,KBDG.xml,UT,37.586,-109.482
Bolinder Field-Tooele Valley Airport (KTVY),KTVY.rss,KTVY.xml,UT,40.61269,-112.35362
Brigham City Regional Airport (KBMC),KBMC.rss,KBMC.xml,UT,41.5464,-112.0601
Bryce Canyon Airport (KBCE),KBCE.rss,KBCE.xml,UT,37.70128,-112.14897
Cedar City Municipal Airport (KCDC),KCDC.rss,KCDC.xml,UT,37.70675,-113.09695
"Delta, Delta Municipal Airport (KDTA)",KDTA.rss,KDTA.xml,UT,39.38333,-112.50967
DUCHESNE (KU69),KU69.rss,KU69.xml,UT,40.1919,-110.38099
Hanksville (KHVE),KHVE.rss,KHVE.xml,UT,38.418037,-110.704038
Heber City Municipal-Russ McDonald Field Airport (KHCR),KHCR.rss,KHCR.xml,UT,40.47742,-111.43295
Hill Air Force Base (KHIF),KHIF.rss,KHIF.xml,UT,41.11112,-111.96229
KANAB MUNICIPAL AIRPORT (KKNB),KKNB.rss,KKNB.xml,UT,37.01,-112.53
Logan-Cache Airport (KLGU),KLGU.rss,KLGU.xml,UT,41.78652,-111.85187
Manti-Ephraim Airport (K41U),K41U.rss,K41U.xml,UT,39.33133,-111.61273
Michael Army Airfield - Dugway Proving Ground (KDPG),KDPG.rss,KDPG.xml,UT,40.18376,-112.9217
Milford Municipal Airport (KMLF),KMLF.rss,KMLF.xml,UT,38.42252,-113.01089
"Moab, Canyonlands Field (KCNY)",KCNY.rss,KCNY.xml,UT,38.76,-109.74472
Ogden-Hinckley Airport (KOGD),KOGD.rss,KOGD.xml,UT,41.19406,-112.01681
Price - Carbon County Regional Airport (KPUC),KPUC.rss,KPUC.xml,UT,39.60886,-110.75548
"Provo, Provo Municipal Airport (KPVU)",KPVU.rss,KPVU.xml,UT,40.21667,-111.71667
ROOSEVELT (K74V),K74V.rss,K74V.xml,UT,40.28,-110.05
"Salt Lake City, Salt Lake City International Airport (KSLC)",KSLC.rss,KSLC.xml,UT,40.77069,-111.96503
"Salt Lake City, Salt Lake City Municipal 2 Airport (KU42)",KU42.rss,KU42.xml,UT,40.6196,-111.99016
Spanish Fork Municipal Airport (KSPK),KSPK.rss,KSPK.xml,UT,40.145,-111.6677
St George Municipal Airport (KSGU),KSGU.rss,KSGU.xml,UT,37.0451,-113.50561
Vernal Airport (KVEL),KVEL.rss,KVEL.xml,UT,40.44295,-109.51273
Wendover / Air Force Auxillary Field (KENV),KENV.rss,KENV.xml,UT,40.72056,-114.03583
"Barre / Montpelier, Knapp State Airport (KMPV)",KMPV.rss,KMPV.xml,VT,44.20472,-72.56611
Bennington Morse State Airport (KDDH),KDDH.rss,KDDH.xml,VT,42.89355,-73.2486
"Burlington, Burlington International Airport (KBTV)",KBTV.rss,KBTV.xml,VT,44.46806,-73.15028
Franklin County State Airport (KFSO),KFSO.rss,KFSO.xml,VT,44.9402808,-73.09746
Middlebury State Airport (K6B0),K6B0.rss,K6B0.xml,VT,43.9848,-73.0959
Morrisville-Stowe State Airport (KMVL),KMVL.rss,KMVL.xml,VT,44.53589,-72.61625
Northeast Kingdom International Airport (KEFK),KEFK.rss,KEFK.xml,VT,44.88846,-72.23593
Rutland-Southern Vermont Regional Airport (KRUT),KRUT.rss,KRUT.xml,VT,43.53333,-72.95
"Springfield, Hartness State Springfield Airport (KVSF)",KVSF.rss,KVSF.xml,VT,43.3425,-72.52167
St. Johnsbury - Fairbanks (K1V4),K1V4.rss,K1V4.xml,VT,44.4201,-72.0193
"King Airport, St. Thomas (TIST)",TIST.rss,TIST.xml,VI,18.3373,-64.9734
St. Croix (TISX),TISX.rss,TISX.xml,VI,17.7004,-64.806
Abingdon (KVJI),KVJI.rss,KVJI.xml,VA,36.68333,-82.03333
"Ashland, Hanover County Municipal Airport (KOFP)",KOFP.rss,KOFP.xml,VA,37.70806,-77.43444
Bridgewater Air Park (KVBW),KVBW.rss,KVBW.xml,VA,38.36674,-78.96033
Brookneal/Campbell County Airport (K0V4),K0V4.rss,K0V4.xml,VA,37.1417,-79.0164
Charlottesville-Albemarle Airport (KCHO),KCHO.rss,KCHO.xml,VA,38.13738,-78.45516
Chase City Municipal Airport (KCXE),KCXE.rss,KCXE.xml,VA,36.7883,-78.5016
"Chesapeake, Chesapeake Municipal Airport (KCPK)",KCPK.rss,KCPK.xml,VA,36.66556,-76.32056
Chesterfield County Airport (KFCI),KFCI.rss,KFCI.xml,VA,37.406444,-77.524833
Clarksville / Marks (KW63),KW63.rss,KW63.xml,VA,36.6,-78.56667
Crewe Municipal Airport (KW81),KW81.rss,KW81.xml,VA,37.181,-78.0983
Culpeper Regional Airport (KCJR),KCJR.rss,KCJR.xml,VA,38.52607,-77.85738
"Danville, Danville Regional Airport (KDAN)",KDAN.rss,KDAN.xml,VA,36.57278,-79.33611
Dublin / New River Valley (KPSK),KPSK.rss,KPSK.xml,VA,37.13333,-80.68333
Eagles Nest Airport (KW13),KW13.rss,KW13.xml,VA,38.0769,-78.9444
"Emporia, Emporia-Greensville Regional Airport (KEMV)",KEMV.rss,KEMV.xml,VA,36.68694,-77.48278
Farmville (KFVX),KFVX.rss,KFVX.xml,VA,37.35,-78.43333
"Fentress, Naval Auxiliary Landing Field (KNFE)",KNFE.rss,KNFE.xml,VA,36.70083,-76.12833
Fort Belvoir (KDAA),KDAA.rss,KDAA.xml,VA,38.71667,-77.18333
Fort Eustis / Felker (KFAF),KFAF.rss,KFAF.xml,VA,37.13333,-76.61667
Franklin / J B Rose (KFKN),KFKN.rss,KFKN.xml,VA,36.7,-76.9
"Fredericksburg, Shannon Airport (KEZF)",KEZF.rss,KEZF.xml,VA,38.26667,-77.45
Front Royal-warren County Airport (KFRR),KFRR.rss,KFRR.xml,VA,38.9175,-78.2535
Ft. Pickett / Blackstone (KBKT),KBKT.rss,KBKT.xml,VA,37.08333,-77.95
Gordonsville Municipal Airport (KGVE),KGVE.rss,KGVE.xml,VA,38.156,-78.1658
Hillsville (KHLX),KHLX.rss,KHLX.xml,VA,36.76667,-80.81667
Lake Anna Airport (K7W4),K7W4.rss,K7W4.xml,VA,37.9658,-77.7459
Langley Air Force Base (KLFI),KLFI.rss,KLFI.xml,VA,37.08333,-76.35
Lawrenceville/Brunswick Municipal Airport (KLVL),KLVL.rss,KLVL.xml,VA,36.7728,-77.7943
Lee County Airport (K0VG),K0VG.rss,K0VG.xml,VA,36.65408,-83.21783
Leesburg / Godfrey (KJYO),KJYO.rss,KJYO.xml,VA,39.08333,-77.56667
"Louisa, Louisa County Airport/Freeman Field (KLKU)",KLKU.rss,KLKU.xml,VA,38.00972,-77.97028
Lunenburg County Airport (KW31),KW31.rss,KW31.xml,VA,36.9601,-78.185
Luray Caverns (KLUA),KLUA.rss,KLUA.xml,VA,38.6671,-78.5006
"Lynchburg, Lynchburg Regional Airport (KLYH)",KLYH.rss,KLYH.xml,VA,37.32083,-79.20667
"Manassas, Manassas Regional Airport/Harry P. Davis Field (KHEF)",KHEF.rss,KHEF.xml,VA,38.71667,-77.51667
Marion / Wytheville (KMKJ),KMKJ.rss,KMKJ.xml,VA,36.9,-81.35
Martinsville (KMTV),KMTV.rss,KMTV.xml,VA,36.63333,-80.01667
Melfa / Accomack Airport (KMFV),KMFV.rss,KMFV.xml,VA,37.65,-75.76667
New Kent County (KW96),KW96.rss,KW96.xml,VA,37.5032,-77.1255
New Market Airport (K8W2),K8W2.rss,K8W2.xml,VA,38.6557,-78.7081
"Newport News, Newport News / Williamsburg International Airport (KPHF)",KPHF.rss,KPHF.xml,VA,37.13194,-76.49306
Norfolk Hampton Roads Executive Airport (KPVG),KPVG.rss,KPVG.xml,VA,36.7801,-76.4488
"Norfolk, Naval Air Station (KNGU)",KNGU.rss,KNGU.xml,VA,36.93361,-76.29583
"Norfolk, Norfolk International Airport (KORF)",KORF.rss,KORF.xml,VA,36.90361,-76.19194
"Orange, Orange County Airport (KOMH)",KOMH.rss,KOMH.xml,VA,38.24722,-78.04556
"Petersburg, Dinwiddie County Airport (KPTB)",KPTB.rss,KPTB.xml,VA,37.18333,-77.51667
Quantico Marine Corps Airfield - Turner Field (KNYG),KNYG.rss,KNYG.xml,VA,38.50326,-77.30129
"Richmond, Richmond International Airport (KRIC)",KRIC.rss,KRIC.xml,VA,37.51111,-77.32333
"Roanoke, Roanoke Regional Airport (KROA)",KROA.rss,KROA.xml,VA,37.31694,-79.97417
Saluda Hummel Field (KW75),KW75.rss,KW75.xml,VA,37.6024,-76.4467
"South Hill, Mecklenburg-Brunswick Regional Airport (KAVC)",KAVC.rss,KAVC.xml,VA,36.68861,-78.05417
"Stafford, Stafford Regional Airport (KRMN)",KRMN.rss,KRMN.xml,VA,38.39806,-77.45528
Staunton / Shenandoah (KSHD),KSHD.rss,KSHD.xml,VA,38.26667,-78.9
"Suffolk, Suffolk Municipal Airport (KSFQ)",KSFQ.rss,KSFQ.xml,VA,36.68222,-76.60194
Tangier Island Airport (KTGI),KTGI.rss,KTGI.xml,VA,37.82587,-75.99766
Tappahannock-Essex County Airport (KXSA),KXSA.rss,KXSA.xml,VA,37.859611,-76.894111
Tazewell County Airport (KJFZ),KJFZ.rss,KJFZ.xml,VA,37.064,-81.798
"Virginia Beach, Oceana, Naval Air Station (KNTU)",KNTU.rss,KNTU.xml,VA,36.82111,-76.02833
Virginia Tech Airport (KBCB),KBCB.rss,KBCB.xml,VA,37.21667,-80.41667
Wakefield Municipal Airport (KAKQ),KAKQ.rss,KAKQ.xml,VA,36.98274,-77.00137
Wallops Flight Facility Airport (KWAL),KWAL.rss,KWAL.xml,VA,37.9372,-75.46619
Warrenton-Fauquier Airport (KHWY),KHWY.rss,KHWY.xml,VA,38.58765,-77.71501
"Washington/Dulles International Airport, DC (KIAD)",KIAD.rss,KIAD.xml,VA,38.93472,-77.4475
"Washington/Reagan National Airport, DC (KDCA)",KDCA.rss,KDCA.xml,VA,38.84833,-77.03417
"West Point, Middle Peninsula Regional Airport (KFYJ)",KFYJ.rss,KFYJ.xml,VA,37.52111,-76.76444
William M Tuck Airport (KW78),KW78.rss,KW78.xml,VA,36.71,-78.848
Williamsburg-Jamestown Airport (KJGG),KJGG.rss,KJGG.xml,VA,37.24157,-76.71672
Winchester Regional (KOKV),KOKV.rss,KOKV.xml,VA,39.15,-78.15
Wise / Lonesome Pine (KLNP),KLNP.rss,KLNP.xml,VA,36.98333,-82.53333
Arlington Municipal Airport (KAWO),KAWO.rss,KAWO.xml,WA,48.1585,-122.15909
"Bellingham, Bellingham International Airport (KBLI)",KBLI.rss,KBLI.xml,WA,48.79911,-122.54064
Boeing Field - King County International Airport (KBFI),KBFI.rss,KBFI.xml,WA,47.54548,-122.3147
"Bremerton, Bremerton National Airport (KPWT)",KPWT.rss,KPWT.xml,WA,47.5,-122.75
"Burlington/Mount Vernon, Skagit Regional Airport (KBVS)",KBVS.rss,KBVS.xml,WA,48.47083,-122.42083
Chehalis-Centralia Airport (KCLS),KCLS.rss,KCLS.xml,WA,46.677,-122.9827
Colville Municipal Airport (K63S),K63S.rss,K63S.xml,WA,48.54417,-117.88353
"Deer Park, Deer Park Airport (KDEW)",KDEW.rss,KDEW.xml,WA,47.97417,-117.42833
"Eastsound, Orcas Island Airport (KORS)",KORS.rss,KORS.xml,WA,48.70806,-122.91028
"Ellensburg, Ellensburg Bowers Field (KELN)",KELN.rss,KELN.xml,WA,47.03377,-120.53132
"Ephrata, Ephrata Municipal Airport (KEPH)",KEPH.rss,KEPH.xml,WA,47.3075,-119.51583
Everett Snohomish County (KPAE),KPAE.rss,KPAE.xml,WA,47.92331,-122.28305
Fairchild Air Force Base (KSKA),KSKA.rss,KSKA.xml,WA,47.61667,-117.65
Fort Lewis / Gray U. S. Army Airfield (KGRF),KGRF.rss,KGRF.xml,WA,47.11667,-122.55
Friday Harbor Airport (KFHR),KFHR.rss,KFHR.xml,WA,48.52,-123.02637
Grant County Airport (KMWH),KMWH.rss,KMWH.xml,WA,47.19299,-119.31451
"Hoquiam, Bowerman Airport (KHQM)",KHQM.rss,KHQM.xml,WA,46.97111,-123.92
Methow Valley (KS52),KS52.rss,KS52.xml,WA,48.42495,-120.14589
"Olympia, Olympia Airport (KOLM)",KOLM.rss,KOLM.xml,WA,46.97333,-122.90333
Omak Airport (KOMK),KOMK.rss,KOMK.xml,WA,48.46116,-119.52086
Pearson Airfield (KVUO),KVUO.rss,KVUO.xml,WA,45.62103,-122.65419
Pierce County-Thun Field (KPLU),KPLU.rss,KPLU.xml,WA,47.104,-122.287
Port Angeles Coast Guard Air Station (KNOW),KNOW.rss,KNOW.xml,WA,48.13333,-123.4
Port Angeles Fairchild International Airport (KCLM),KCLM.rss,KCLM.xml,WA,48.12194,-123.50661
Port Townsend Jefferson County International Airport (K0S9),K0S9.rss,K0S9.xml,WA,48.05517,-122.81159
Pullman / Moscow Regional Airport (KPUW),KPUW.rss,KPUW.xml,WA,46.74377,-117.11579
"Quillayute, Quillayute State Airport (KUIL)",KUIL.rss,KUIL.xml,WA,47.9375,-124.555
Renton Municipal Airport (KRNT),KRNT.rss,KRNT.xml,WA,47.49509,-122.21437
Richland Airport (KRLD),KRLD.rss,KRLD.xml,WA,46.30859,-119.3058
"Seattle, Seattle-Tacoma International Airport (KSEA)",KSEA.rss,KSEA.xml,WA,47.44472,-122.31361
"Shelton, Shelton Sanderson Field (KSHN)",KSHN.rss,KSHN.xml,WA,47.23806,-123.14083
Southwest Washington Regional Airport (KKLS),KKLS.rss,KKLS.xml,WA,46.11553,-122.89273
"Spokane, Felts Field (KSFF)",KSFF.rss,KSFF.xml,WA,47.68556,-117.32028
"Spokane, Spokane International Airport (KGEG)",KGEG.rss,KGEG.xml,WA,47.62139,-117.52778
Stampede Pass (KSMP),KSMP.rss,KSMP.xml,WA,47.27648,-121.33817
Sunnyside Municipal Airport (K1S5),K1S5.rss,K1S5.xml,WA,46.3271,-119.9704
Tacoma / McChord Air Force Base (KTCM),KTCM.rss,KTCM.xml,WA,47.15,-122.48333
"Tacoma, Tacoma Narrows Airport (KTIW)",KTIW.rss,KTIW.xml,WA,47.2675,-122.57611
The Dalles Municipal Airport (KDLS),KDLS.rss,KDLS.xml,WA,45.61901,-121.16572
Tri-Cities Airport (KPSC),KPSC.rss,KPSC.xml,WA,46.26955,-119.11813
Vagabond Army Airfield (K1YT),K1YT.rss,K1YT.xml,WA,46.6667,-120.45
Walla Walla Regional Airport (KALW),KALW.rss,KALW.xml,WA,46.09462,-118.2858
Wenatchee - Pangborn Memorial Airport (KEAT),KEAT.rss,KEAT.xml,WA,47.39749,-120.20121
Whidbey Island Naval Air Station - Ault Field (KNUW),KNUW.rss,KNUW.xml,WA,48.35525,-122.66352
Yakima Air Terminal - McAllister Field (KYKM),KYKM.rss,KYKM.xml,WA,46.56402,-120.53484
"Beckley, Raleigh County Memorial Airport (KBKW)",KBKW.rss,KBKW.xml,WV,37.795,-81.12472
"Bluefield, Mercer County Airport (KBLF)",KBLF.rss,KBLF.xml,WV,37.29583,-81.20778
"Buckhannon, Upshur County Regional Airport (KW22)",KW22.rss,KW22.xml,WV,39,-80.26667
"Charleston, Yeager Airport (KCRW)",KCRW.rss,KCRW.xml,WV,38.37944,-81.59139
"Clarksburg, Clarksburg Benedum Airport (KCKB)",KCKB.rss,KCKB.xml,WV,39.3,-80.22472
"Cumberland, Greater Cumberland Regional Airport (KCBE)",KCBE.rss,KCBE.xml,WV,39.61528,-78.76083
Eastern WV Regional Airport/Shepherd Field (KMRB),KMRB.rss,KMRB.xml,WV,39.40372,-77.975
"Elkins, Elkins-Randolph County-Jennings Randolph Field (KEKN)",KEKN.rss,KEKN.xml,WV,38.88528,-79.85278
"Huntington, Tri-State Airport (KHTS)",KHTS.rss,KHTS.xml,WV,38.365,-82.555
Lewisburg / Greenbrier (KLWB),KLWB.rss,KLWB.xml,WV,37.86667,-80.4
Logan County Airport (K6L4),K6L4.rss,K6L4.xml,WV,37.8557,-81.9159
Morgantown Municipal-Hart Field (KMGW),KMGW.rss,KMGW.xml,WV,39.64985,-79.92065
"Parkersburg, Mid-Ohio Valley Regional Airport (KPKB)",KPKB.rss,KPKB.xml,WV,39.345,-81.43917
"Petersburg, Grant County Airport (KW99)",KW99.rss,KW99.xml,WV,38.98333,-79.13333
"Pineville, Kee Field Airport (KI16)",KI16.rss,KI16.xml,WV,37.60028,-81.55917
"Point Pleasant, Mason County Airport (K3I2)",K3I2.rss,K3I2.xml,WV,38.91444,-82.09833
"Wheeling, Wheeling Ohio County Airport (KHLG)",KHLG.rss,KHLG.xml,WV,40.17028,-80.64444
Appleton-Outagamie (KATW),KATW.rss,KATW.xml,WI,44.2595,-88.51567
Baraboo Wisconsin Dells Airport (KDLL),KDLL.rss,KDLL.xml,WI,43.52372,-89.77345
Black River Falls Area Airport (KBCK),KBCK.rss,KBCK.xml,WI,44.24996,-90.84999
"Boscobel, Boscobel Airport (KOVS)",KOVS.rss,KOVS.xml,WI,43.15611,-90.6775
Burlington Municipal Airport (KBUU),KBUU.rss,KBUU.xml,WI,42.69088,-88.308
Chetek Municipal Southworth Airport (KY23),KY23.rss,KY23.xml,WI,45.3106,-91.6381
Chippewa Valley Regional Airport (KEAU),KEAU.rss,KEAU.xml,WI,44.86668,-91.488
Clintonville Municipal Airport (KCLI),KCLI.rss,KCLI.xml,WI,44.61526,-88.73129
Cumberland (KUBE),KUBE.rss,KUBE.xml,WI,45.506,-91.9811
Door County Cherryland Airport (KSUE),KSUE.rss,KSUE.xml,WI,44.83941,-87.42188
Eagle River Union Airport (KEGV),KEGV.rss,KEGV.xml,WI,45.93093,-89.26702
East Troy Municipal Airport (K57C),K57C.rss,K57C.xml,WI,42.7972,-88.3726
Ephraim-Gibraltar Airport (K3D2),K3D2.rss,K3D2.xml,WI,45.1357,-87.1881
Fond Du Lac County Airport (KFLD),KFLD.rss,KFLD.xml,WI,43.76955,-88.49072
"Green Bay, Austin Straubel International Airport (KGRB)",KGRB.rss,KGRB.xml,WI,44.47944,-88.13667
Iowa County Airport (KMRJ),KMRJ.rss,KMRJ.xml,WI,42.88754,-90.23147
Janesville-Rock County (KJVL),KJVL.rss,KJVL.xml,WI,42.62135,-89.04186
John F Kennedy Memorial Airport (KASX),KASX.rss,KASX.xml,WI,46.54679,-90.91841
"Juneau, Dodge County Airport (KUNU)",KUNU.rss,KUNU.xml,WI,43.42667,-88.70333
"Kenosha, Kenosha Regional Airport (KENW)",KENW.rss,KENW.xml,WI,42.595,-87.93806
L O Simenstad Municipal Airport (KOEO),KOEO.rss,KOEO.xml,WI,45.31084,-92.6948
La Crosse - La Crosse Regional Airport (KLSE),KLSE.rss,KLSE.xml,WI,43.87944,-91.25667
La Pointe - Major Gilbert Field (K4R5),K4R5.rss,K4R5.xml,WI,46.7887,-90.7587
Ladysmith - Rusk County Airport (KRCX),KRCX.rss,KRCX.xml,WI,45.4935,-90.9985
"Land O' Lakes, Kings Land O' Lakes Airport (KLNL)",KLNL.rss,KLNL.xml,WI,46.15389,-89.21194
Langlade County Airport (KAIG),KAIG.rss,KAIG.xml,WI,45.15659,-89.11144
Lone Rock Tri-County Regional Airport (KLNR),KLNR.rss,KLNR.xml,WI,43.21108,-90.18735
"Madison, Dane County Regional-Truax Field (KMSN)",KMSN.rss,KMSN.xml,WI,43.14056,-89.34528
Manitowish Waters Airport (KD25),KD25.rss,KD25.xml,WI,46.12035,-89.88016
"Manitowoc, Manitowoc County Airport (KMTW)",KMTW.rss,KMTW.xml,WI,44.13333,-87.68333
"Marshfield, Marshfield Municipal Airport (KMFI)",KMFI.rss,KMFI.xml,WI,44.63806,-90.1875
Menomonie Municipal Airport-Score Field (KLUM),KLUM.rss,KLUM.xml,WI,44.89363,-91.86652
"Merrill, Merrill Municipal Airport (KRRL)",KRRL.rss,KRRL.xml,WI,45.19844,-89.70996
Middleton Muni - Morey Field (KC29),KC29.rss,KC29.xml,WI,43.1142699,-89.5315336
"Milwaukee, General Mitchell International Airport (KMKE)",KMKE.rss,KMKE.xml,WI,42.955,-87.90444
Milwaukee-Timmerman (KMWC),KMWC.rss,KMWC.xml,WI,43.10961,-88.03048
"Minocqua/Woodruff, Lakeland Airport/Noble F. Lee Memorial Field (KARV)",KARV.rss,KARV.xml,WI,45.93333,-89.73333
Monroe Municipal Airport (KEFT),KEFT.rss,KEFT.xml,WI,42.61959,-89.59309
Mosinee (KCWA),KCWA.rss,KCWA.xml,WI,44.77944,-89.67098
New Lisbon Mauston Airport (K82C),K82C.rss,K82C.xml,WI,43.8387,-90.1377
New Richmond Municipal Airport (KRNH),KRNH.rss,KRNH.xml,WI,45.14762,-92.53349
Oconto J. Douglas Bake Municipal Airport (KOCQ),KOCQ.rss,KOCQ.xml,WI,44.8742,-87.9096
Phillips / Price County (KPBH),KPBH.rss,KPBH.xml,WI,45.7,-90.4
Platteville Municipal Airport (KPVB),KPVB.rss,KPVB.xml,WI,42.69092,-90.44124
Prairie Du Chien Municipal Airport (KPDC),KPDC.rss,KPDC.xml,WI,43.01938,-91.12112
"Racine, Batten International Airport (KRAC)",KRAC.rss,KRAC.xml,WI,42.75861,-87.81778
Red Wing - Red Wing Regional Airport (KRGK),KRGK.rss,KRGK.xml,WI,44.5926,-92.48439
Reedsburg Municipal Airport (KC35),KC35.rss,KC35.xml,WI,43.5259,-89.9832
"Rhinelander, Rhinelander-Oneida County Airport (KRHI)",KRHI.rss,KRHI.xml,WI,45.63167,-89.48222
"Rice Lake, Rice Lake Regional-Carl's Field Airport (KRPD)",KRPD.rss,KRPD.xml,WI,45.41806,-91.77361
Richard I. Bong Airport (KSUW),KSUW.rss,KSUW.xml,WI,46.68335,-92.09254
Shawano Municipal Airport (KEZS),KEZS.rss,KEZS.xml,WI,44.787,-88.56
Sheboygan County Memorial Airport (KSBM),KSBM.rss,KSBM.xml,WI,43.77483,-87.84897
"Siren, Burnett County Airport (KRZN)",KRZN.rss,KRZN.xml,WI,45.82278,-92.3725
Solon Springs Municipal Airport (KOLG),KOLG.rss,KOLG.xml,WI,46.3148,-91.8164
"Sparta, Sparta / Fort McCoy Airport (KCMY)",KCMY.rss,KCMY.xml,WI,43.95833,-90.73778
Stevens Point Municipal Airport (KSTE),KSTE.rss,KSTE.xml,WI,44.54371,-89.53468
Taylor County Airport (KMDZ),KMDZ.rss,KMDZ.xml,WI,45.10462,-90.30253
Tomahawk Regional Airport (KTKV),KTKV.rss,KTKV.xml,WI,45.46801,-89.80962
Volk / Camp Douglas (KVOK),KVOK.rss,KVOK.xml,WI,43.93333,-90.26667
Washington Island (K2P2),K2P2.rss,K2P2.xml,WI,45.3883,-86.924
Watertown (KRYV),KRYV.rss,KRYV.xml,WI,43.17016,-88.72497
Waukesha County Airport (KUES),KUES.rss,KUES.xml,WI,43.04245,-88.24607
Waupaca Municipal Airport (KPCZ),KPCZ.rss,KPCZ.xml,WI,44.33425,-89.02023
Wausau Downtown Airport (KAUW),KAUW.rss,KAUW.xml,WI,44.92759,-89.62512
"Wautoma, Wautoma Municipal Airport (KY50)",KY50.rss,KY50.xml,WI,44.04139,-89.30444
West Bend Municipal Airport (KETB),KETB.rss,KETB.xml,WI,43.42256,-88.1326
"Wisconsin Rapids, Alexander Field South Wood County Airport (KISW)",KISW.rss,KISW.xml,WI,44.35917,-89.83694
Wittman Regional Airport (KOSH),KOSH.rss,KOSH.xml,WI,43.96701,-88.55814
Afton WY (KAFO),KAFO.rss,KAFO.xml,WY,42.71133,-110.94217
Alpha (Burns) (K1AW),K1AW.rss,K1AW.xml,WY,41.33,-104.27
Alpine (K46U),K46U.rss,K46U.xml,WY,43.1846,-111.0424
Big Piney - Marbleton Airport (KBPI),KBPI.rss,KBPI.xml,WY,42.57805,-110.10972
Boysen (KTBX),KTBX.rss,KTBX.xml,WY,43.4667,-108.2333
Buffalo - Johnson County Airport (KBYG),KBYG.rss,KBYG.xml,WY,44.38122,-106.71947
Camp Guernsey (KGUR),KGUR.rss,KGUR.xml,WY,42.2597,-104.7283
"Casper, Natrona County International Airport (KCPR)",KCPR.rss,KCPR.xml,WY,42.8975,-106.47306
"Cheyenne, Cheyenne Airport (KCYS)",KCYS.rss,KCYS.xml,WY,41.15789,-104.80812
Cody (KCOD),KCOD.rss,KCOD.xml,WY,44.51667,-109.01667
Cowley WY (KU68),KU68.rss,KU68.xml,WY,44.91167,-108.4455
Dixon Airport (KDWX),KDWX.rss,KDWX.xml,WY,41.03704,-107.49976
"Douglas, Converse County Airport (KDGW)",KDGW.rss,KDGW.xml,WY,42.79417,-105.38194
Dubois Municipal Airport (KDUB),KDUB.rss,KDUB.xml,WY,43.5484,-109.6903
Elk Mountain AWOS (KEHY),KEHY.rss,KEHY.xml,WY,41.7253,-106.4594
"Evanston, Evanston-Uinta County Burns Field (KEVW)",KEVW.rss,KEVW.xml,WY,41.27306,-111.03056
Fort Bridger WY (KFBR),KFBR.rss,KFBR.xml,WY,41.392,-110.40683
Francis E Warren Air Force Base Heliport (KFEW),KFEW.rss,KFEW.xml,WY,41.13332,-104.86719
